position_var,word,photoid
"{""yelc1"":{""top"":""460px"",""left"":""20px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""yelc2"":{""top"":""485px"",""left"":""20px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""yelc3"":{""top"":""510px"",""left"":""20px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""redc1"":{""top"":""460px"",""left"":""70px"",""width"":""90px"",""height"":""38px"",""transform"":""translate(156px, -335px) rotate(0deg)"",""zIndex"":""""},""redc2"":{""top"":""485px"",""left"":""70px"",""width"":""115px"",""height"":""41px"",""transform"":""translate(16px, -359px) rotate(0deg)"",""zIndex"":""""},""redc3"":{""top"":""510px"",""left"":""70px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""grec1"":{""top"":""460px"",""left"":""120px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""grec2"":{""top"":""485px"",""left"":""120px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""grec3"":{""top"":""510px"",""left"":""120px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bluc1"":{""top"":""460px"",""left"":""170px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bluc2"":{""top"":""485px"",""left"":""170px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bluc3"":{""top"":""510px"",""left"":""170px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bros1"":{""top"":""460px"",""left"":""240px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bros2"":{""top"":""460px"",""left"":""260px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bros3"":{""top"":""460px"",""left"":""280px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bros4"":{""top"":""460px"",""left"":""300px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""blas1"":{""top"":""460px"",""left"":""350px"",""width"":""58px"",""height"":""37px"",""transform"":""translate(-305px, 6px) rotate(0deg)"",""zIndex"":""""},""blas2"":{""top"":""460px"",""left"":""370px"",""width"":""6px"",""height"":""153px"",""transform"":""translate(-228.353px, -445.196px) rotate(-53.4444deg)"",""zIndex"":""""},""blas3"":{""top"":""460px"",""left"":""390px"",""width"":""6px"",""height"":""129px"",""transform"":""translate(-133.662px, -426.952px) rotate(44.8665deg)"",""zIndex"":""""},""blas4"":{""top"":""460px"",""left"":""410px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow1"":{""top"":""545px"",""left"":""10px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow2"":{""top"":""545px"",""left"":""55px"",""width"":""111px"",""height"":""35px"",""transform"":""translate(94px, -363px) rotate(0deg)"",""zIndex"":""""},""bbow3"":{""top"":""545px"",""left"":""100px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow4"":{""top"":""545px"",""left"":""145px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow5"":{""top"":""545px"",""left"":""190px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow6"":{""top"":""545px"",""left"":""235px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""blac1"":{""top"":""525px"",""left"":""320px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""blac2"":{""top"":""525px"",""left"":""400px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""}}",rage,1
"{""yelc1"":{""top"":""460px"",""left"":""20px"",""width"":""43px"",""height"":""43px"",""transform"":""translate(1px, 0px) rotate(0deg)"",""zIndex"":""""},""yelc2"":{""top"":""485px"",""left"":""20px"",""width"":""83px"",""height"":""75px"",""transform"":""translate(178px, -326px) rotate(0deg)"",""zIndex"":""""},""yelc3"":{""top"":""510px"",""left"":""20px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""redc1"":{""top"":""460px"",""left"":""70px"",""width"":""78px"",""height"":""78px"",""transform"":""translate(130px, -394px) rotate(0deg)"",""zIndex"":""""},""redc2"":{""top"":""485px"",""left"":""70px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""redc3"":{""top"":""510px"",""left"":""70px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""grec1"":{""top"":""460px"",""left"":""120px"",""width"":""71px"",""height"":""67px"",""transform"":""translate(84px, -209px) rotate(0deg)"",""zIndex"":""""},""grec2"":{""top"":""485px"",""left"":""120px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""grec3"":{""top"":""510px"",""left"":""120px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bluc1"":{""top"":""460px"",""left"":""170px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bluc2"":{""top"":""485px"",""left"":""170px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bluc3"":{""top"":""510px"",""left"":""170px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bros1"":{""top"":""460px"",""left"":""240px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bros2"":{""top"":""460px"",""left"":""260px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bros3"":{""top"":""460px"",""left"":""280px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bros4"":{""top"":""460px"",""left"":""300px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""blas1"":{""top"":""460px"",""left"":""350px"",""width"":""171px"",""height"":""286px"",""transform"":""translate(-196px, -414px) rotate(0deg)"",""zIndex"":""-1""},""blas2"":{""top"":""460px"",""left"":""370px"",""width"":""45px"",""height"":""132px"",""transform"":""translate(-155px, -134px) rotate(0deg)"",""zIndex"":""""},""blas3"":{""top"":""460px"",""left"":""390px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""blas4"":{""top"":""460px"",""left"":""410px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow1"":{""top"":""545px"",""left"":""10px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow2"":{""top"":""545px"",""left"":""55px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow3"":{""top"":""545px"",""left"":""100px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow4"":{""top"":""545px"",""left"":""145px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow5"":{""top"":""545px"",""left"":""190px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow6"":{""top"":""545px"",""left"":""235px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""blac1"":{""top"":""525px"",""left"":""320px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""blac2"":{""top"":""525px"",""left"":""400px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""}}",traffic,2
"{""yelc1"":{""top"":""460px"",""left"":""20px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""yelc2"":{""top"":""485px"",""left"":""20px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""yelc3"":{""top"":""510px"",""left"":""20px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""redc1"":{""top"":""460px"",""left"":""70px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""redc2"":{""top"":""485px"",""left"":""70px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""redc3"":{""top"":""510px"",""left"":""70px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""grec1"":{""top"":""460px"",""left"":""120px"",""width"":""127px"",""height"":""128px"",""transform"":""translate(-56px, -441px) rotate(0deg)"",""zIndex"":""""},""grec2"":{""top"":""485px"",""left"":""120px"",""width"":""124px"",""height"":""126px"",""transform"":""translate(73px, -465px) rotate(0deg)"",""zIndex"":""""},""grec3"":{""top"":""510px"",""left"":""120px"",""width"":""68px"",""height"":""59px"",""transform"":""translate(278px, -244px) rotate(0deg)"",""zIndex"":""""},""bluc1"":{""top"":""460px"",""left"":""170px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bluc2"":{""top"":""485px"",""left"":""170px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bluc3"":{""top"":""510px"",""left"":""170px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bros1"":{""top"":""460px"",""left"":""240px"",""width"":""27px"",""height"":""247px"",""transform"":""translate(-125px, -376px) rotate(0deg)"",""zIndex"":""-1""},""bros2"":{""top"":""460px"",""left"":""260px"",""width"":""19px"",""height"":""206px"",""transform"":""translate(-14px, -339px) rotate(0deg)"",""zIndex"":""-2""},""bros3"":{""top"":""460px"",""left"":""280px"",""width"":""17px"",""height"":""86px"",""transform"":""translate(71px, -224px) rotate(0deg)"",""zIndex"":""""},""bros4"":{""top"":""460px"",""left"":""300px"",""width"":""12px"",""height"":""90px"",""transform"":""translate(113.014px, -188.929px) rotate(70.2082deg)"",""zIndex"":""-3""},""blas1"":{""top"":""460px"",""left"":""350px"",""width"":""8px"",""height"":""144px"",""transform"":""translate(10.0026px, -304.12px) rotate(89.8368deg)"",""zIndex"":""""},""blas2"":{""top"":""460px"",""left"":""370px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""blas3"":{""top"":""460px"",""left"":""390px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""blas4"":{""top"":""460px"",""left"":""410px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow1"":{""top"":""545px"",""left"":""10px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow2"":{""top"":""545px"",""left"":""55px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow3"":{""top"":""545px"",""left"":""100px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow4"":{""top"":""545px"",""left"":""145px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow5"":{""top"":""545px"",""left"":""190px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow6"":{""top"":""545px"",""left"":""235px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""blac1"":{""top"":""525px"",""left"":""320px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""blac2"":{""top"":""525px"",""left"":""400px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""}}",deforestation,3
"{""yelc1"":{""top"":""460px"",""left"":""20px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""yelc2"":{""top"":""485px"",""left"":""20px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""yelc3"":{""top"":""510px"",""left"":""20px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""redc1"":{""top"":""460px"",""left"":""70px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""redc2"":{""top"":""485px"",""left"":""70px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""redc3"":{""top"":""510px"",""left"":""70px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""grec1"":{""top"":""460px"",""left"":""120px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""grec2"":{""top"":""485px"",""left"":""120px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""grec3"":{""top"":""510px"",""left"":""120px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bluc1"":{""top"":""460px"",""left"":""170px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bluc2"":{""top"":""485px"",""left"":""170px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bluc3"":{""top"":""510px"",""left"":""170px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bros1"":{""top"":""460px"",""left"":""240px"",""width"":""66px"",""height"":""60px"",""transform"":""translate(13px, -285px) rotate(0deg)"",""zIndex"":""""},""bros2"":{""top"":""460px"",""left"":""260px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bros3"":{""top"":""460px"",""left"":""280px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bros4"":{""top"":""460px"",""left"":""300px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""blas1"":{""top"":""460px"",""left"":""350px"",""width"":""128px"",""height"":""92px"",""transform"":""translate(-158.695px, -202.362px) rotate(-0.433696deg)"",""zIndex"":""""},""blas2"":{""top"":""460px"",""left"":""370px"",""width"":""141px"",""height"":""60px"",""transform"":""translate(-184px, -350px) rotate(0deg)"",""zIndex"":""""},""blas3"":{""top"":""460px"",""left"":""390px"",""width"":""17px"",""height"":""60px"",""transform"":""translate(-80.4957px, -352.5px) rotate(89.9558deg)"",""zIndex"":""""},""blas4"":{""top"":""460px"",""left"":""410px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow1"":{""top"":""545px"",""left"":""10px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow2"":{""top"":""545px"",""left"":""55px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow3"":{""top"":""545px"",""left"":""100px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow4"":{""top"":""545px"",""left"":""145px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow5"":{""top"":""545px"",""left"":""190px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow6"":{""top"":""545px"",""left"":""235px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""blac1"":{""top"":""525px"",""left"":""320px"",""width"":""208px"",""height"":""91px"",""transform"":""translate(-170px, -357px) rotate(0deg)"",""zIndex"":""""},""blac2"":{""top"":""525px"",""left"":""400px"",""width"":""157px"",""height"":""45px"",""transform"":""translate(-222px, -459px) rotate(0deg)"",""zIndex"":""""}}",toilet,4
"{""yelc1"":{""top"":""460px"",""left"":""20px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""yelc2"":{""top"":""485px"",""left"":""20px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""yelc3"":{""top"":""510px"",""left"":""20px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""redc1"":{""top"":""460px"",""left"":""70px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""redc2"":{""top"":""485px"",""left"":""70px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""redc3"":{""top"":""510px"",""left"":""70px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""grec1"":{""top"":""460px"",""left"":""120px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""grec2"":{""top"":""485px"",""left"":""120px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""grec3"":{""top"":""510px"",""left"":""120px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bluc1"":{""top"":""460px"",""left"":""170px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bluc2"":{""top"":""485px"",""left"":""170px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bluc3"":{""top"":""510px"",""left"":""170px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bros1"":{""top"":""460px"",""left"":""240px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bros2"":{""top"":""460px"",""left"":""260px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bros3"":{""top"":""460px"",""left"":""280px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bros4"":{""top"":""460px"",""left"":""300px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""blas1"":{""top"":""460px"",""left"":""350px"",""width"":""288px"",""height"":""146px"",""transform"":""translate(-235px, -372px) rotate(0deg)"",""zIndex"":""""},""blas2"":{""top"":""460px"",""left"":""370px"",""width"":""36px"",""height"":""60px"",""transform"":""translate(-126px, -244px) rotate(0deg)"",""zIndex"":""""},""blas3"":{""top"":""460px"",""left"":""390px"",""width"":""11px"",""height"":""79px"",""transform"":""translate(-132.901px, -218.246px) rotate(89.25deg)"",""zIndex"":""""},""blas4"":{""top"":""460px"",""left"":""410px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow1"":{""top"":""545px"",""left"":""10px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow2"":{""top"":""545px"",""left"":""55px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow3"":{""top"":""545px"",""left"":""100px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow4"":{""top"":""545px"",""left"":""145px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow5"":{""top"":""545px"",""left"":""190px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow6"":{""top"":""545px"",""left"":""235px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""blac1"":{""top"":""525px"",""left"":""320px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""blac2"":{""top"":""525px"",""left"":""400px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""}}",television,5
"{""yelc1"":{""top"":""460px"",""left"":""20px"",""width"":""59px"",""height"":""45px"",""transform"":""translate(190px, -367px) rotate(0deg)"",""zIndex"":""""},""yelc2"":{""top"":""485px"",""left"":""20px"",""width"":""19px"",""height"":""55px"",""transform"":""translate(211px, -363px) rotate(0deg)"",""zIndex"":""""},""yelc3"":{""top"":""510px"",""left"":""20px"",""width"":""43px"",""height"":""15px"",""transform"":""translate(203px, -384px) rotate(0deg)"",""zIndex"":""""},""redc1"":{""top"":""460px"",""left"":""70px"",""width"":"""",""height"":"""",""transform"":""translate(153px, -356px) rotate(0deg)"",""zIndex"":""""},""redc2"":{""top"":""485px"",""left"":""70px"",""width"":"""",""height"":"""",""transform"":""translate(175px, -358px) rotate(0deg)"",""zIndex"":""""},""redc3"":{""top"":""510px"",""left"":""70px"",""width"":"""",""height"":"""",""transform"":""translate(162px, -363px) rotate(0deg)"",""zIndex"":""""},""grec1"":{""top"":""460px"",""left"":""120px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""grec2"":{""top"":""485px"",""left"":""120px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""grec3"":{""top"":""510px"",""left"":""120px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bluc1"":{""top"":""460px"",""left"":""170px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bluc2"":{""top"":""485px"",""left"":""170px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bluc3"":{""top"":""510px"",""left"":""170px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bros1"":{""top"":""460px"",""left"":""240px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bros2"":{""top"":""460px"",""left"":""260px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bros3"":{""top"":""460px"",""left"":""280px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bros4"":{""top"":""460px"",""left"":""300px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""blas1"":{""top"":""460px"",""left"":""350px"",""width"":""6px"",""height"":""116px"",""transform"":""translate(-127.403px, -368.353px) rotate(-17.8808deg)"",""zIndex"":""""},""blas2"":{""top"":""460px"",""left"":""370px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""blas3"":{""top"":""460px"",""left"":""390px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""blas4"":{""top"":""460px"",""left"":""410px"",""width"":""6px"",""height"":""119px"",""transform"":""translate(-152.538px, -373.263px) rotate(16.8236deg)"",""zIndex"":""""},""bbow1"":{""top"":""545px"",""left"":""10px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow2"":{""top"":""545px"",""left"":""55px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow3"":{""top"":""545px"",""left"":""100px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow4"":{""top"":""545px"",""left"":""145px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow5"":{""top"":""545px"",""left"":""190px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow6"":{""top"":""545px"",""left"":""235px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""blac1"":{""top"":""525px"",""left"":""320px"",""width"":""207px"",""height"":""204px"",""transform"":""translate(-169px, -438px) rotate(0deg)"",""zIndex"":""-1""},""blac2"":{""top"":""525px"",""left"":""400px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""}}",pizza,6
"{""yelc1"":{""top"":""460px"",""left"":""20px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""yelc2"":{""top"":""485px"",""left"":""20px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""yelc3"":{""top"":""510px"",""left"":""20px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""redc1"":{""top"":""460px"",""left"":""70px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""redc2"":{""top"":""485px"",""left"":""70px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""redc3"":{""top"":""510px"",""left"":""70px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""grec1"":{""top"":""460px"",""left"":""120px"",""width"":""72px"",""height"":""41px"",""transform"":""translate(39px, -348px) rotate(0deg)"",""zIndex"":""""},""grec2"":{""top"":""485px"",""left"":""120px"",""width"":""109px"",""height"":""111px"",""transform"":""translate(116px, -336px) rotate(0deg)"",""zIndex"":""""},""grec3"":{""top"":""510px"",""left"":""120px"",""width"":""76px"",""height"":""70px"",""transform"":""translate(39px, -289px) rotate(0deg)"",""zIndex"":""""},""bluc1"":{""top"":""460px"",""left"":""170px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bluc2"":{""top"":""485px"",""left"":""170px"",""width"":""257px"",""height"":""232px"",""transform"":""translate(-58px, -403px) rotate(0deg)"",""zIndex"":""-1""},""bluc3"":{""top"":""510px"",""left"":""170px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bros1"":{""top"":""460px"",""left"":""240px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bros2"":{""top"":""460px"",""left"":""260px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bros3"":{""top"":""460px"",""left"":""280px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bros4"":{""top"":""460px"",""left"":""300px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""blas1"":{""top"":""460px"",""left"":""350px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""blas2"":{""top"":""460px"",""left"":""370px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""blas3"":{""top"":""460px"",""left"":""390px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""blas4"":{""top"":""460px"",""left"":""410px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow1"":{""top"":""545px"",""left"":""10px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow2"":{""top"":""545px"",""left"":""55px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow3"":{""top"":""545px"",""left"":""100px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow4"":{""top"":""545px"",""left"":""145px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow5"":{""top"":""545px"",""left"":""190px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""bbow6"":{""top"":""545px"",""left"":""235px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""blac1"":{""top"":""525px"",""left"":""320px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""},""blac2"":{""top"":""525px"",""left"":""400px"",""width"":"""",""height"":"""",""transform"":"""",""zIndex"":""""}}",earth,7
